window_days,model,placement_id,channel_id,campaign_id,publication_time,cost_rub,data_origin,attributed_revenue_rub,attributed_orders
7,linear,p_ext_ml_digest_0823,ext_tg_ml_digest,cmp_2026-08_pro_launch,2026-08-23 09:00:00,40000.0,synthetic,300226.6666666667,33.666666666666664
7,linear,p_ext_stud_life_0821,ext_tg_student_life,cmp_2026-08_pro_launch,2026-08-21 18:00:00,12000.0,synthetic,111250.0,10.5
7,linear,p_ext_stud_life_0903,ext_tg_student_life,cmp_2026-09_tbank_season,2026-09-03 19:00:00,12000.0,synthetic,62862.5,6.75
7,linear,p_ext_yt_review_0830,ext_youtube_review,cmp_2026-09_tbank_season,2026-08-30 15:00:00,35000.0,synthetic,83993.33333333333,7.833333333333333
7,linear,p_own_1809,own_tg_main,cmp_2026-08_start_sale,2026-07-23 16:05:30,0.0,real_post/synthetic_cost,12687.5,1.1666666666666665
7,linear,p_own_1811,own_tg_main,cmp_2026-08_start_sale,2026-07-24 19:05:26,0.0,real_post/synthetic_cost,4950.0,1.0
7,linear,p_own_1812,own_tg_main,cmp_2026-08_start_sale,2026-07-25 12:05:19,0.0,real_post/synthetic_cost,4975.0,0.5
7,linear,p_own_1815,own_tg_main,cmp_2026-08_start_sale,2026-07-26 15:35:00,0.0,real_post/synthetic_cost,23110.0,1.8333333333333333
7,linear,p_own_1823,own_tg_main,cmp_2026-08_start_sale,2026-07-29 19:05:26,0.0,real_post/synthetic_cost,35255.833333333336,5.333333333333333
7,linear,p_own_1824,own_tg_main,cmp_2026-08_start_sale,2026-07-30 19:05:25,0.0,real_post/synthetic_cost,110375.0,12.166666666666666
7,linear,p_own_1827,own_tg_main,cmp_2026-08_start_sale,2026-08-02 11:51:49,0.0,real_post/synthetic_cost,208765.0,22.333333333333332
7,linear,p_own_1833,own_tg_main,cmp_2026-08_start_sale,2026-08-07 17:22:16,0.0,real_post/synthetic_cost,209677.5,26.333333333333332
7,linear,p_own_1836,own_tg_main,cmp_2026-08_start_sale,2026-08-09 13:32:11,0.0,real_post/synthetic_cost,154384.17333333334,19.166666666666668
7,linear,p_own_1837,own_tg_main,cmp_2026-08_start_sale,2026-08-09 18:35:40,0.0,real_post/synthetic_cost,110038.33333333333,14.583333333333334
7,linear,p_own_1838,own_tg_main,cmp_2026-08_start_sale,2026-08-10 16:26:59,0.0,real_post/synthetic_cost,142322.5,14.666666666666666
7,linear,p_own_1840,own_tg_main,cmp_2026-08_start_sale,2026-08-10 20:33:06,0.0,real_post/synthetic_cost,96350.83333333333,11.083333333333334
7,linear,p_own_1843,own_tg_main,cmp_2026-08_start_sale,2026-08-11 18:50:13,0.0,real_post/synthetic_cost,93372.5,10.333333333333334
7,linear,p_own_1852,own_tg_main,cmp_2026-08_pro_launch,2026-08-16 19:39:39,0.0,real_post/synthetic_cost,149923.33333333334,16.166666666666668
7,linear,p_own_1859,own_tg_main,cmp_2026-08_pro_launch,2026-08-22 13:19:48,0.0,real_post/synthetic_cost,252560.0,26.5
7,linear,p_own_1860,own_tg_main,cmp_2026-08_pro_launch,2026-08-23 11:51:41,0.0,real_post/synthetic_cost,94162.33333333333,9.666666666666666
7,linear,p_own_1863,own_tg_main,cmp_2026-08_pro_launch,2026-08-23 19:20:03,0.0,real_post/synthetic_cost,168401.5,15.333333333333334
7,linear,p_own_1870,own_tg_main,cmp_2026-09_tbank_season,2026-08-28 19:05:59,0.0,real_post/synthetic_cost,169599.16666666666,16.5
7,linear,p_own_1872,own_tg_main,cmp_2026-09_tbank_season,2026-08-29 21:58:58,0.0,real_post/synthetic_cost,226794.58333333334,22.333333333333332
7,linear,p_own_1874,own_tg_main,cmp_2026-09_tbank_season,2026-08-30 16:26:37,0.0,real_post/synthetic_cost,173445.0,16.166666666666668
7,linear,p_own_1875,own_tg_main,cmp_2026-09_tbank_season,2026-08-31 17:11:02,0.0,real_post/synthetic_cost,181256.66666666666,18.833333333333332
7,linear,p_own_1876,own_tg_main,cmp_2026-09_tbank_season,2026-09-01 20:40:56,0.0,real_post/synthetic_cost,142720.83333333334,14.75
7,linear,p_own_1877,own_tg_main,cmp_2026-09_tbank_season,2026-09-02 19:06:05,0.0,real_post/synthetic_cost,204437.5,18.333333333333332
7,linear,p_own_1878,own_tg_main,cmp_2026-09_tbank_season,2026-09-03 19:06:06,0.0,real_post/synthetic_cost,123011.08333333333,12.5
7,linear,p_own_1880,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 12:06:06,0.0,real_post/synthetic_cost,32254.166666666668,4.166666666666667
7,linear,p_own_1881,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 15:06:08,0.0,real_post/synthetic_cost,37325.0,4.0
7,linear,p_own_1882,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 18:04:47,0.0,real_post/synthetic_cost,44291.666666666664,4.166666666666667
7,linear,p_own_1883,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 20:44:11,0.0,real_post/synthetic_cost,19225.0,2.1666666666666665
7,linear,p_own_1887,own_tg_main,cmp_2026-09_tbank_season,2026-09-07 13:47:40,0.0,real_post/synthetic_cost,24408.333333333332,1.8333333333333333
7,linear,p_own_1892,own_tg_main,cmp_2026-09_tbank_season,2026-09-07 17:05:21,0.0,real_post/synthetic_cost,23900.0,2.0
7,linear,p_own_1895,own_tg_main,cmp_2026-09_tbank_season,2026-09-08 18:27:01,0.0,real_post/synthetic_cost,2325.0,0.3333333333333333
7,position,p_ext_ds_memes_0808,ext_tg_ds_memes,cmp_2026-08_start_sale,2026-08-08 11:00:00,15000.0,synthetic,256817.5,31.4
7,position,p_ext_ds_memes_0904,ext_tg_ds_memes,cmp_2026-09_tbank_season,2026-09-04 12:00:00,18000.0,synthetic,274910.0,27.3
7,position,p_ext_it_jobs_0807,ext_tg_it_jobs,cmp_2026-08_start_sale,2026-08-07 12:00:00,25000.0,synthetic,140944.0,18.0
7,position,p_ext_it_jobs_0822,ext_tg_it_jobs,cmp_2026-08_pro_launch,2026-08-22 10:00:00,25000.0,synthetic,172625.0,16.1
7,position,p_ext_ml_digest_0823,ext_tg_ml_digest,cmp_2026-08_pro_launch,2026-08-23 09:00:00,40000.0,synthetic,294144.0,33.2
7,position,p_ext_stud_life_0821,ext_tg_student_life,cmp_2026-08_pro_launch,2026-08-21 18:00:00,12000.0,synthetic,110450.0,10.5
7,position,p_ext_stud_life_0903,ext_tg_student_life,cmp_2026-09_tbank_season,2026-09-03 19:00:00,12000.0,synthetic,61150.0,6.6000000000000005
7,position,p_ext_yt_review_0830,ext_youtube_review,cmp_2026-09_tbank_season,2026-08-30 15:00:00,35000.0,synthetic,84950.0,7.9
7,position,p_own_1809,own_tg_main,cmp_2026-08_start_sale,2026-07-23 16:05:30,0.0,real_post/synthetic_cost,14400.5,1.3
7,position,p_own_1811,own_tg_main,cmp_2026-08_start_sale,2026-07-24 19:05:26,0.0,real_post/synthetic_cost,4950.0,1.0
7,position,p_own_1812,own_tg_main,cmp_2026-08_start_sale,2026-07-25 12:05:19,0.0,real_post/synthetic_cost,4975.0,0.5
7,position,p_own_1815,own_tg_main,cmp_2026-08_start_sale,2026-07-26 15:35:00,0.0,real_post/synthetic_cost,21944.0,1.7
7,position,p_own_1823,own_tg_main,cmp_2026-08_start_sale,2026-07-29 19:05:26,0.0,real_post/synthetic_cost,35852.5,5.4
7,position,p_own_1824,own_tg_main,cmp_2026-08_start_sale,2026-07-30 19:05:25,0.0,real_post/synthetic_cost,112088.0,12.3
7,position,p_own_1827,own_tg_main,cmp_2026-08_start_sale,2026-08-02 11:51:49,0.0,real_post/synthetic_cost,205864.0,22.2
7,position,p_own_1833,own_tg_main,cmp_2026-08_start_sale,2026-08-07 17:22:16,0.0,real_post/synthetic_cost,210621.5,26.4
7,position,p_own_1836,own_tg_main,cmp_2026-08_start_sale,2026-08-09 13:32:11,0.0,real_post/synthetic_cost,155171.84,19.2
7,position,p_own_1837,own_tg_main,cmp_2026-08_start_sale,2026-08-09 18:35:40,0.0,real_post/synthetic_cost,109172.5,14.5
7,position,p_own_1838,own_tg_main,cmp_2026-08_start_sale,2026-08-10 16:26:59,0.0,real_post/synthetic_cost,143335.5,14.8
7,position,p_own_1840,own_tg_main,cmp_2026-08_start_sale,2026-08-10 20:33:06,0.0,real_post/synthetic_cost,95855.0,11.0
7,position,p_own_1843,own_tg_main,cmp_2026-08_start_sale,2026-08-11 18:50:13,0.0,real_post/synthetic_cost,92206.5,10.2
7,position,p_own_1852,own_tg_main,cmp_2026-08_pro_launch,2026-08-16 19:39:39,0.0,real_post/synthetic_cost,155765.0,16.7
7,position,p_own_1859,own_tg_main,cmp_2026-08_pro_launch,2026-08-22 13:19:48,0.0,real_post/synthetic_cost,254238.0,26.7
7,position,p_own_1860,own_tg_main,cmp_2026-08_pro_launch,2026-08-23 11:51:41,0.0,real_post/synthetic_cost,95872.0,9.8
7,position,p_own_1863,own_tg_main,cmp_2026-08_pro_launch,2026-08-23 19:20:03,0.0,real_post/synthetic_cost,167241.5,15.2
7,position,p_own_1870,own_tg_main,cmp_2026-09_tbank_season,2026-08-28 19:05:59,0.0,real_post/synthetic_cost,171722.5,16.7
7,position,p_own_1872,own_tg_main,cmp_2026-09_tbank_season,2026-08-29 21:58:58,0.0,real_post/synthetic_cost,227391.25,22.4
7,position,p_own_1874,own_tg_main,cmp_2026-09_tbank_season,2026-08-30 16:26:37,0.0,real_post/synthetic_cost,172470.0,16.1
7,position,p_own_1875,own_tg_main,cmp_2026-09_tbank_season,2026-08-31 17:11:02,0.0,real_post/synthetic_cost,182380.0,18.9
7,position,p_own_1876,own_tg_main,cmp_2026-09_tbank_season,2026-09-01 20:40:56,0.0,real_post/synthetic_cost,144620.0,14.9
7,position,p_own_1877,own_tg_main,cmp_2026-09_tbank_season,2026-09-02 19:06:05,0.0,real_post/synthetic_cost,205002.5,18.4
7,position,p_own_1878,own_tg_main,cmp_2026-09_tbank_season,2026-09-03 19:06:06,0.0,real_post/synthetic_cost,118867.75,12.1
7,position,p_own_1880,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 12:06:06,0.0,real_post/synthetic_cost,33282.5,4.3
7,position,p_own_1881,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 15:06:08,0.0,real_post/synthetic_cost,39615.0,4.2
7,position,p_own_1882,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 18:04:47,0.0,real_post/synthetic_cost,43695.0,4.1
7,position,p_own_1883,own_tg_main,cmp_2026-09_tbank_season,2026-09-06 20:44:11,0.0,real_post/synthetic_cost,18695.0,2.1
7,position,p_own_1887,own_tg_main,cmp_2026-09_tbank_season,2026-09-07 13:47:40,0.0,real_post/synthetic_cost,22415.0,1.7
7,position,p_own_1892,own_tg_main,cmp_2026-09_tbank_season,2026-09-07 17:05:21,0.0,real_post/synthetic_cost,23900.0,2.0
7,position,p_own_1895,own_tg_main,cmp_2026-09_tbank_season,2026-09-08 18:27:01,0.0,real_post/synthetic_cost,1395.0,0.2
7,time_decay,p_ext_ds_memes_0808,ext_tg_ds_memes,cmp_2026-08_start_sale,2026-08-08 11:00:00,15000.0,synthetic,261524.26432426396,31.98467507033206
7,time_decay,p_ext_ds_memes_0904,ext_tg_ds_memes,cmp_2026-09_tbank_season,2026-09-04 12:00:00,18000.0,synthetic,282671.03141046903,28.09701379831215
7,time_decay,p_ext_it_jobs_0807,ext_tg_it_jobs,cmp_2026-08_start_sale,2026-08-07 12:00:00,25000.0,synthetic,138428.83870082354,17.661090914639686
7,time_decay,p_ext_it_jobs_0822,ext_tg_it_jobs,cmp_2026-08_pro_launch,2026-08-22 10:00:00,25000.0,synthetic,172529.44461405338,16.256141873070582
7,time_decay,p_ext_ml_digest_0823,ext_tg_ml_digest,cmp_2026-08_pro_launch,2026-08-23 09:00:00,40000.0,synthetic,303606.35578443675,33.9939298186041
7,time_decay,p_ext_stud_life_0821,ext_tg_student_life,cmp_2026-08_pro_launch,2026-08-21 18:00:00,12000.0,synthetic,109781.4130420005,10.378466251404072
7,time_decay,p_ext_stud_life_0903,ext_tg_student_life,cmp_2026-09_tbank_season,2026-09-03 19:00:00,12000.0,synthetic,61636.23365540079,6.701679404390232
7,time_decay,p_ext_yt_review_0830,ext_youtube_review,cmp_2026-09_tbank_season,2026-08-30 15:00:00,35000.0,synthetic,84627.01575192563,7.7549604138320465
7,time_decay,p_own_1809,own_tg_main,cmp_2026-08_start_sale,2026-07-23 16:05:30,0.0,real_post/synthetic_cost,12939.43766707314,1.1137603428799014
7,time_decay,p_own_1811,own_tg_main,cmp_2026-08_start_sale,2026-07-24 19:05:26,0.0,real_post/synthetic_cost,4950.0,1.0
7,time_decay,p_own_1812,own_tg_main,cmp_2026-08_start_sale,2026-07-25 12:05:19,0.0,real_post/synthetic_cost,5762.921633783887,0.5791881038978781
7,time_decay,p_own_1815,own_tg_main,cmp_2026-08_start_sale,2026-07-26 15:35:00,0.0,real_post/synthetic_cost,23040.316712124506,1.8254840738946967
7,time_decay,p_own_1823,own_tg_main,cmp_2026-08_start_sale,2026-07-29 19:05:26,0.0,real_post/synthetic_cost,34242.71943273578,5.22789383457703
7,time_decay,p_own_1824,own_tg_main,cmp_2026-08_start_sale,2026-07-30 19:05:25,0.0,real_post/synthetic_cost,110941.76064820196,12.311641742044207
7,time_decay,p_own_1827,own_tg_main,cmp_2026-08_start_sale,2026-08-02 11:51:49,0.0,real_post/synthetic_cost,202412.91419444195,21.54440892073427
7,time_decay,p_own_1833,own_tg_main,cmp_2026-08_start_sale,2026-08-07 17:22:16,0.0,real_post/synthetic_cost,209362.54372905006,26.312757084961387
7,time_decay,p_own_1836,own_tg_main,cmp_2026-08_start_sale,2026-08-09 13:32:11,0.0,real_post/synthetic_cost,156151.55309979178,19.405492564581404
7,time_decay,p_own_1837,own_tg_main,cmp_2026-08_start_sale,2026-08-09 18:35:40,0.0,real_post/synthetic_cost,109631.59133632256,14.515804858150538
7,time_decay,p_own_1838,own_tg_main,cmp_2026-08_start_sale,2026-08-10 16:26:59,0.0,real_post/synthetic_cost,142411.00296044062,14.725807633262004
7,time_decay,p_own_1840,own_tg_main,cmp_2026-08_start_sale,2026-08-10 20:33:06,0.0,real_post/synthetic_cost,93399.75710650369,10.858491518125426
7,time_decay,p_own_1843,own_tg_main,cmp_2026-08_start_sale,2026-08-11 18:50:13,0.0,real_post/synthetic_cost,94937.86754959948,10.49527135083778
7,time_decay,p_own_1852,own_tg_main,cmp_2026-08_pro_launch,2026-08-16 19:39:39,0.0,real_post/synthetic_cost,148874.67330377293,16.037536458385738
7,time_decay,p_own_1859,own_tg_main,cmp_2026-08_pro_launch,2026-08-22 13:19:48,0.0,real_post/synthetic_cost,249080.82174902002,26.132802591226984
7,time_decay,p_own_1860,own_tg_main,cmp_2026-08_pro_launch,2026-08-23 11:51:41,0.0,real_post/synthetic_cost,92338.14678004998,9.51009950303866
7,time_decay,p_own_1863,own_tg_main,cmp_2026-08_pro_launch,2026-08-23 19:20:03,0.0,real_post/synthetic_cost,171501.1646364857,15.391064359055639
7,time_decay,p_own_1870,own_tg_main,cmp_2026-09_tbank_season,2026-08-28 19:05:59,0.0,real_post/synthetic_cost,169514.78919602782,16.655550918642476
7,time_decay,p_own_1872,own_tg_main,cmp_2026-09_tbank_season,2026-08-29 21:58:58,0.0,real_post/synthetic_cost,222137.28092516813,21.994505050214695
7,time_decay,p_own_1874,own_tg_main,cmp_2026-09_tbank_season,2026-08-30 16:26:37,0.0,real_post/synthetic_cost,167671.43148061362,15.901337536162647
7,time_decay,p_own_1875,own_tg_main,cmp_2026-09_tbank_season,2026-08-31 17:11:02,0.0,real_post/synthetic_cost,179076.38987363028,18.579894746922303
7,time_decay,p_own_1876,own_tg_main,cmp_2026-09_tbank_season,2026-09-01 20:40:56,0.0,real_post/synthetic_cost,140608.87352705075,14.591962929148675
