student_id,amount,course,timestamp,item_id,order_id,family,line,list_price,discount_pct,flag_low_amount,flag_high_amount,flag_same_course_twice
308,4950.0,Алгоритмы старт,2026-08-08 14:05:17,43,34,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
412,4995.0,ML старт,2026-08-08 14:06:52,44,35,ML,СТАРТ,8950.0,0.442,False,False,False
412,4995.0,Алгоритмы старт,2026-08-08 14:06:52,45,35,Алгоритмы,СТАРТ,8950.0,0.442,False,False,False
7,4950.0,Backend старт,2026-08-08 14:07:56,46,36,Backend,СТАРТ,8950.0,0.447,False,False,False
370,6490.0,Backend старт,2026-08-08 14:10:35,47,37,Backend,СТАРТ,8950.0,0.275,False,False,False
532,4995.0,Аналитика про,2026-08-08 16:22:47,48,38,Аналитика,ПРО,8950.0,0.442,False,False,False
532,4995.0,Аналитика старт,2026-08-08 16:22:47,49,38,Аналитика,СТАРТ,8950.0,0.442,False,False,False
451,8245.0,Backend про,2026-08-08 16:24:46,50,39,Backend,ПРО,8950.0,0.079,False,False,False
265,5990.0,ML старт,2026-08-08 16:25:28,51,40,ML,СТАРТ,8950.0,0.331,False,False,False
8,4495.0,АВ тестам,2026-08-08 16:25:39,52,41,Аналитика,Другое,8950.0,0.498,False,False,False
8,4495.0,Алгоритмы,2026-08-08 16:25:39,53,41,Алгоритмы,Другое,8950.0,0.498,False,False,False
33,4995.0,Backend старт,2026-08-08 16:26:36,54,42,Backend,СТАРТ,8950.0,0.442,False,False,False
33,4995.0,Алгоритмы старт,2026-08-08 16:26:36,55,42,Алгоритмы,СТАРТ,8950.0,0.442,False,False,False
512,4995.0,Алгоритмы старт,2026-08-08 16:43:12,56,43,Алгоритмы,СТАРТ,8950.0,0.442,False,False,False
410,6490.0,Backend старт,2026-08-08 16:51:05,57,44,Backend,СТАРТ,8950.0,0.275,False,False,False
516,4950.0,Алгоритмы старт,2026-08-08 16:59:49,58,45,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
516,4950.0,Аналитика старт,2026-08-08 16:59:49,59,45,Аналитика,СТАРТ,8950.0,0.447,False,False,False
511,4950.0,Аналитика старт,2026-08-08 17:29:42,60,46,Аналитика,СТАРТ,8950.0,0.447,False,False,False
256,5990.0,ML старт,2026-08-08 17:54:37,61,47,ML,СТАРТ,8950.0,0.331,False,False,False
333,6490.0,Аналитика старт,2026-08-08 18:25:13,62,48,Аналитика,СТАРТ,8950.0,0.275,False,False,False
233,6490.0,Аналитика старт,2026-08-08 18:51:08,63,49,Аналитика,СТАРТ,8950.0,0.275,False,False,False
427,4950.0,ML старт,2026-08-08 19:23:46,64,50,ML,СТАРТ,8950.0,0.447,False,False,False
427,4950.0,Алгоритмы,2026-08-08 19:23:46,65,50,Алгоритмы,Другое,8950.0,0.447,False,False,False
120,6490.0,Аналитика старт,2026-08-08 19:28:26,66,51,Аналитика,СТАРТ,8950.0,0.275,False,False,False
469,4950.0,Алгоритмы,2026-08-08 19:45:24,67,52,Алгоритмы,Другое,8950.0,0.447,False,False,False
161,4995.0,Backend старт,2026-08-08 19:49:42,68,53,Backend,СТАРТ,8950.0,0.442,False,False,False
161,4995.0,Алгоритмы старт,2026-08-08 19:49:42,69,53,Алгоритмы,СТАРТ,8950.0,0.442,False,False,False
320,4995.0,Алгоритмы старт,2026-08-08 19:54:31,70,54,Алгоритмы,СТАРТ,8950.0,0.442,False,False,False
320,4995.0,Аналитика старт,2026-08-08 19:54:31,71,54,Аналитика,СТАРТ,8950.0,0.442,False,False,False
135,4995.0,ML старт,2026-08-08 20:00:19,72,55,ML,СТАРТ,8950.0,0.442,False,False,False
135,4995.0,Алгоритмы старт,2026-08-08 20:00:19,73,55,Алгоритмы,СТАРТ,8950.0,0.442,False,False,False
73,4995.0,Алгоритмы старт,2026-08-08 20:05:40,74,56,Алгоритмы,СТАРТ,8950.0,0.442,False,False,False
227,4725.0,ML старт,2026-08-08 20:08:33,75,57,ML,СТАРТ,8950.0,0.472,False,False,False
227,4725.0,Алгоритмы старт,2026-08-08 20:08:33,76,57,Алгоритмы,СТАРТ,8950.0,0.472,False,False,False
507,6490.0,ML старт,2026-08-08 20:12:46,77,58,ML,СТАРТ,8950.0,0.275,False,False,False
421,4995.0,Data Engenering,2026-08-08 20:25:37,78,59,Data,Другое,6950.0,0.281,False,False,False
421,4995.0,Алгоритмы,2026-08-08 20:25:37,79,59,Алгоритмы,Другое,8950.0,0.442,False,False,False
401,8245.0,Backend про,2026-08-08 22:16:55,80,60,Backend,ПРО,8950.0,0.079,False,False,False
160,4995.0,Аналитика старт,2026-08-09 02:39:44,81,61,Аналитика,СТАРТ,8950.0,0.442,False,False,False
32,6490.0,ML старт,2026-08-09 04:36:11,82,62,ML,СТАРТ,8950.0,0.275,False,False,False
415,4995.0,Backend старт,2026-08-09 04:51:42,83,63,Backend,СТАРТ,8950.0,0.442,False,False,False
167,4950.0,ML старт,2026-08-09 09:07:16,84,64,ML,СТАРТ,8950.0,0.447,False,False,False
167,4950.0,Алгоритмы старт,2026-08-09 09:07:16,85,64,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
262,6490.0,Backend про,2026-08-09 09:10:55,86,65,Backend,ПРО,8950.0,0.275,False,False,False
570,4995.0,Алгоритмы старт,2026-08-09 09:24:57,87,66,Алгоритмы,СТАРТ,8950.0,0.442,False,False,False
570,4995.0,Аналитика старт,2026-08-09 09:24:57,88,66,Аналитика,СТАРТ,8950.0,0.442,False,False,False
520,6490.0,Аналитика старт,2026-08-09 09:27:27,89,67,Аналитика,СТАРТ,8950.0,0.275,False,False,False
598,4950.0,Backend старт,2026-08-09 09:43:34,90,68,Backend,СТАРТ,8950.0,0.447,False,False,False
598,4950.0,Алгоритмы,2026-08-09 09:43:34,91,68,Алгоритмы,Другое,8950.0,0.447,False,False,False
279,6490.0,Аналитика старт,2026-08-09 09:48:26,92,69,Аналитика,СТАРТ,8950.0,0.275,False,False,False
207,6490.0,Алгоритмы старт,2026-08-09 10:15:38,93,70,Алгоритмы,СТАРТ,8950.0,0.275,False,False,False
457,6490.0,Алгоритмы старт,2026-08-09 10:16:31,94,71,Алгоритмы,СТАРТ,8950.0,0.275,False,False,False
389,4950.0,ML старт,2026-08-09 10:18:12,95,72,ML,СТАРТ,8950.0,0.447,False,False,False
389,4950.0,Алгоритмы старт,2026-08-09 10:18:12,96,72,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
89,9900.0,Алгоритмы,2026-08-09 10:44:19,97,73,Алгоритмы,Другое,8950.0,-0.106,False,False,False
232,6490.0,Аналитика старт,2026-08-09 10:47:20,98,74,Аналитика,СТАРТ,8950.0,0.275,False,False,False
527,4950.0,ML старт,2026-08-09 10:49:47,99,75,ML,СТАРТ,8950.0,0.447,False,False,False
527,4950.0,Алгоритмы старт,2026-08-09 10:49:47,100,75,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
129,6490.0,Аналитика старт,2026-08-09 10:56:45,101,76,Аналитика,СТАРТ,8950.0,0.275,False,False,False
19,4950.0,Алгоритмы старт,2026-08-09 11:01:50,102,77,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
19,4950.0,Аналитика старт,2026-08-09 11:01:50,103,77,Аналитика,СТАРТ,8950.0,0.447,False,False,False
38,6490.0,Аналитика старт,2026-08-09 12:15:31,104,78,Аналитика,СТАРТ,8950.0,0.275,False,False,False
206,4995.0,Backend старт,2026-08-09 13:00:12,105,79,Backend,СТАРТ,8950.0,0.442,False,False,False
206,4995.0,Алгоритмы,2026-08-09 13:00:12,106,79,Алгоритмы,Другое,8950.0,0.442,False,False,False
356,6950.0,Backend старт,2026-08-09 13:48:05,107,80,Backend,СТАРТ,8950.0,0.223,False,False,False
336,4950.0,ML старт,2026-08-09 13:48:41,108,81,ML,СТАРТ,8950.0,0.447,False,False,False
336,4950.0,Алгоритмы старт,2026-08-09 13:48:41,109,81,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
53,4950.0,ML старт,2026-08-09 13:57:35,110,82,ML,СТАРТ,8950.0,0.447,False,False,False
543,4950.0,Алгоритмы старт,2026-08-09 14:01:24,111,83,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
476,4450.0,ML старт,2026-08-09 14:14:07,112,84,ML,СТАРТ,8950.0,0.503,False,False,False
476,4450.0,Алгоритмы старт,2026-08-09 14:14:07,113,84,Алгоритмы,СТАРТ,8950.0,0.503,False,False,False
64,4995.0,Алгоритмы,2026-08-09 14:45:05,114,85,Алгоритмы,Другое,8950.0,0.442,False,False,False
335,4950.0,ML старт,2026-08-09 16:07:42,115,86,ML,СТАРТ,8950.0,0.447,False,False,False
335,4950.0,Алгоритмы старт,2026-08-09 16:07:42,116,86,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
400,6490.0,Алгоритмы старт,2026-08-09 16:12:09,117,87,Алгоритмы,СТАРТ,8950.0,0.275,False,False,False
58,5463.33,Backend старт,2026-08-09 16:12:46,118,88,Backend,СТАРТ,8950.0,0.39,False,False,False
58,5463.33,ML старт,2026-08-09 16:12:46,119,88,ML,СТАРТ,8950.0,0.39,False,False,False
58,5463.34,Алгоритмы старт,2026-08-09 16:12:46,120,88,Алгоритмы,СТАРТ,8950.0,0.39,False,False,False
435,4950.0,Аналитика про,2026-08-09 16:13:53,121,89,Аналитика,ПРО,8950.0,0.447,False,False,False
435,4950.0,Аналитика старт,2026-08-09 16:13:53,122,89,Аналитика,СТАРТ,8950.0,0.447,False,False,False
365,6490.0,ML старт,2026-08-09 16:15:08,123,90,ML,СТАРТ,8950.0,0.275,False,False,False
286,6490.0,Аналитика старт,2026-08-09 16:16:39,124,91,Аналитика,СТАРТ,8950.0,0.275,False,False,False
96,6490.0,Аналитика старт,2026-08-09 16:21:43,125,92,Аналитика,СТАРТ,8950.0,0.275,False,False,False
321,6490.0,ML старт,2026-08-09 16:24:15,126,93,ML,СТАРТ,8950.0,0.275,False,False,False
550,5463.34,Алгоритмы старт,2026-08-09 16:24:42,127,94,Алгоритмы,СТАРТ,8950.0,0.39,False,False,False
577,5463.33,Backend старт,2026-08-09 16:26:30,128,95,Backend,СТАРТ,8950.0,0.39,False,False,False
176,6490.0,Алгоритмы,2026-08-09 16:29:58,129,96,Алгоритмы,Другое,8950.0,0.275,False,False,False
331,4995.0,Алгоритмы старт,2026-08-09 16:31:09,130,97,Алгоритмы,СТАРТ,8950.0,0.442,False,False,False
331,4995.0,Аналитика старт,2026-08-09 16:31:09,131,97,Аналитика,СТАРТ,8950.0,0.442,False,False,False
138,6490.0,ML старт,2026-08-09 16:33:22,132,98,ML,СТАРТ,8950.0,0.275,False,False,False
40,6490.0,Аналитика старт,2026-08-09 16:36:02,133,99,Аналитика,СТАРТ,8950.0,0.275,False,False,False
488,19350.0,Алгоритмы,2026-08-09 16:36:09,134,100,Алгоритмы,Другое,8950.0,-1.0,False,True,False
462,500.0,Алгоритмы старт,2026-08-09 16:45:22,135,101,Алгоритмы,СТАРТ,8950.0,0.944,True,False,False
329,6490.0,Алгоритмы старт,2026-08-09 16:51:47,136,102,Алгоритмы,СТАРТ,8950.0,0.275,False,False,False
12,6490.0,Backend старт,2026-08-09 16:52:01,137,103,Backend,СТАРТ,8950.0,0.275,False,False,False
371,4950.0,ML старт,2026-08-09 17:17:09,138,104,ML,СТАРТ,8950.0,0.447,False,False,False
371,4950.0,Алгоритмы старт,2026-08-09 17:17:09,139,104,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
380,6490.0,ML старт,2026-08-09 17:19:11,140,105,ML,СТАРТ,8950.0,0.275,False,False,False
184,4950.0,Алгоритмы старт,2026-08-09 17:20:07,141,106,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
470,4950.0,ML старт,2026-08-09 17:24:05,142,107,ML,СТАРТ,8950.0,0.447,False,False,False
470,4950.0,Алгоритмы,2026-08-09 17:24:05,143,107,Алгоритмы,Другое,8950.0,0.447,False,False,False
319,4950.0,ML старт,2026-08-09 17:25:06,144,108,ML,СТАРТ,8950.0,0.447,False,False,False
402,4995.0,ML старт,2026-08-09 17:25:40,145,109,ML,СТАРТ,8950.0,0.442,False,False,False
402,4995.0,Алгоритмы старт,2026-08-09 17:25:40,146,109,Алгоритмы,СТАРТ,8950.0,0.442,False,False,False
563,6490.0,Аналитика старт,2026-08-09 17:28:24,147,110,Аналитика,СТАРТ,8950.0,0.275,False,False,False
597,5990.0,ML старт,2026-08-09 18:00:04,148,111,ML,СТАРТ,8950.0,0.331,False,False,False
589,5990.0,Алгоритмы старт,2026-08-09 18:06:31,149,112,Алгоритмы,СТАРТ,8950.0,0.331,False,False,False
65,6490.0,Аналитика старт,2026-08-09 18:45:20,150,113,Аналитика,СТАРТ,8950.0,0.275,False,False,False
103,6490.0,Аналитика старт,2026-08-09 18:46:42,151,114,Аналитика,СТАРТ,8950.0,0.275,False,False,False
62,4995.0,Backend старт,2026-08-09 18:47:09,152,115,Backend,СТАРТ,8950.0,0.442,False,False,False
62,4995.0,Алгоритмы старт,2026-08-09 18:47:09,153,115,Алгоритмы,СТАРТ,8950.0,0.442,False,False,False
187,4495.0,Алгоритмы старт,2026-08-09 18:48:05,154,116,Алгоритмы,СТАРТ,8950.0,0.498,False,False,False
187,4495.0,Аналитика старт,2026-08-09 18:48:05,155,116,Аналитика,СТАРТ,8950.0,0.498,False,False,False
369,4495.0,Алгоритмы старт,2026-08-09 18:53:23,156,117,Алгоритмы,СТАРТ,8950.0,0.498,False,False,False
282,8745.0,ML про,2026-08-09 18:55:57,157,118,ML,ПРО,8950.0,0.023,False,False,False
323,4995.0,Backend старт,2026-08-09 18:56:09,158,119,Backend,СТАРТ,8950.0,0.442,False,False,False
323,4995.0,Алгоритмы,2026-08-09 18:56:09,159,119,Алгоритмы,Другое,8950.0,0.442,False,False,False
382,4450.0,ML старт,2026-08-09 18:58:42,160,120,ML,СТАРТ,8950.0,0.503,False,False,False
382,4450.0,Алгоритмы старт,2026-08-09 18:58:42,161,120,Алгоритмы,СТАРТ,8950.0,0.503,False,False,False
228,6450.0,Data Science,2026-08-09 19:02:28,162,121,Data,Другое,6950.0,0.072,False,False,False
84,6490.0,Backend старт,2026-08-09 19:07:32,163,122,Backend,СТАРТ,8950.0,0.275,False,False,False
374,6450.0,Data Science,2026-08-09 19:11:48,164,123,Data,Другое,6950.0,0.072,False,False,False
63,6450.0,Data Engenering,2026-08-09 19:29:08,165,124,Data,Другое,6950.0,0.072,False,False,False
63,6450.0,Data Science,2026-08-09 19:29:08,166,124,Data,Другое,6950.0,0.072,False,False,False
433,4950.0,ML старт,2026-08-09 19:40:37,167,125,ML,СТАРТ,8950.0,0.447,False,False,False
433,4950.0,Алгоритмы старт,2026-08-09 19:40:37,168,125,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
439,6490.0,Backend старт,2026-08-09 20:20:29,169,126,Backend,СТАРТ,8950.0,0.275,False,False,False
223,6490.0,Алгоритмы старт,2026-08-09 20:27:29,170,127,Алгоритмы,СТАРТ,8950.0,0.275,False,False,False
508,4950.0,Backend старт,2026-08-09 21:33:27,171,128,Backend,СТАРТ,8950.0,0.447,False,False,False
508,4950.0,Алгоритмы старт,2026-08-09 21:33:27,172,128,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
478,6450.0,Data Engenering,2026-08-10 00:13:55,173,129,Data,Другое,6950.0,0.072,False,False,False
57,4950.0,ML старт,2026-08-10 00:14:10,174,130,ML,СТАРТ,8950.0,0.447,False,False,False
445,4950.0,Аналитика про,2026-08-10 00:36:19,175,131,Аналитика,ПРО,8950.0,0.447,False,False,False
93,6950.0,К ВУЗу,2026-08-10 05:56:12,176,132,К ВУЗу,Другое,6950.0,0.0,False,False,False
186,4950.0,Алгоритмы старт,2026-08-10 06:13:10,177,133,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
544,4995.0,Алгоритмы,2026-08-10 06:26:01,178,134,Алгоритмы,Другое,8950.0,0.442,False,False,False
83,6490.0,Аналитика старт,2026-08-10 07:52:44,179,135,Аналитика,СТАРТ,8950.0,0.275,False,False,False
152,6490.0,ML старт,2026-08-10 08:42:13,180,136,ML,СТАРТ,8950.0,0.275,False,False,False
446,6950.0,Data Engenering,2026-08-10 09:02:50,181,137,Data,Другое,6950.0,0.0,False,False,False
106,4950.0,Backend старт,2026-08-10 10:53:02,182,138,Backend,СТАРТ,8950.0,0.447,False,False,False
106,4950.0,Алгоритмы старт,2026-08-10 10:53:02,183,138,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
158,4700.0,Backend старт,2026-08-10 12:37:30,184,139,Backend,СТАРТ,8950.0,0.475,False,False,False
158,4700.0,Алгоритмы,2026-08-10 12:37:30,185,139,Алгоритмы,Другое,8950.0,0.475,False,False,False
164,8745.0,ML старт,2026-08-10 13:08:15,186,140,ML,СТАРТ,8950.0,0.023,False,False,False
500,6490.0,Аналитика старт,2026-08-10 13:21:01,187,141,Аналитика,СТАРТ,8950.0,0.275,False,False,False
467,6490.0,Аналитика старт,2026-08-10 13:55:50,188,142,Аналитика,СТАРТ,8950.0,0.275,False,False,False
217,6950.0,К ВУЗу,2026-08-10 14:24:20,189,143,К ВУЗу,Другое,6950.0,0.0,False,False,False
258,6490.0,Алгоритмы,2026-08-10 15:03:03,190,144,Алгоритмы,Другое,8950.0,0.275,False,False,False
408,6490.0,Аналитика старт,2026-08-10 15:22:41,191,145,Аналитика,СТАРТ,8950.0,0.275,False,False,False
584,6490.0,Алгоритмы старт,2026-08-10 15:33:39,192,146,Алгоритмы,СТАРТ,8950.0,0.275,False,False,False
519,4950.0,Алгоритмы старт,2026-08-10 16:09:27,193,147,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
519,4950.0,Аналитика про,2026-08-10 16:09:27,194,147,Аналитика,ПРО,8950.0,0.447,False,False,False
519,4950.0,Аналитика старт,2026-08-10 16:09:27,195,147,Аналитика,СТАРТ,8950.0,0.447,False,False,False
86,4950.0,Алгоритмы старт,2026-08-10 16:16:30,196,148,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
21,4950.0,Алгоритмы старт,2026-08-10 16:29:36,197,149,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
21,4950.0,Аналитика старт,2026-08-10 16:29:36,198,149,Аналитика,СТАРТ,8950.0,0.447,False,False,False
16,4950.0,ML старт,2026-08-10 16:56:42,199,150,ML,СТАРТ,8950.0,0.447,False,False,False
16,4950.0,Алгоритмы старт,2026-08-10 16:56:42,200,150,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
67,6490.0,Аналитика старт,2026-08-10 18:01:06,201,151,Аналитика,СТАРТ,8950.0,0.275,False,False,False
498,4500.0,Аналитика про,2026-08-10 18:10:53,202,152,Аналитика,ПРО,8950.0,0.497,False,False,False
498,4500.0,Аналитика старт,2026-08-10 18:10:53,203,152,Аналитика,СТАРТ,8950.0,0.497,False,False,False
52,6450.0,К ВУЗу,2026-08-10 18:12:59,204,153,К ВУЗу,Другое,6950.0,0.072,False,False,False
464,4500.0,Аналитика старт,2026-08-10 18:30:49,205,154,Аналитика,СТАРТ,8950.0,0.497,False,False,False
606,6450.0,К ВУЗу,2026-08-10 18:36:00,206,155,К ВУЗу,Другое,6950.0,0.072,False,False,False
546,6490.0,Аналитика старт,2026-08-10 19:07:51,207,156,Аналитика,СТАРТ,8950.0,0.275,False,False,False
389,5990.0,Аналитика старт,2026-08-10 19:12:23,208,157,Аналитика,СТАРТ,8950.0,0.331,False,False,False
588,6450.0,К ВУЗу,2026-08-11 02:43:57,209,158,К ВУЗу,Другое,6950.0,0.072,False,False,False
173,4950.0,ML старт,2026-08-11 07:48:36,210,159,ML,СТАРТ,8950.0,0.447,False,False,False
173,4950.0,Алгоритмы старт,2026-08-11 07:48:36,211,159,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
417,6950.0,К ВУЗу,2026-08-11 10:51:54,212,160,К ВУЗу,Другое,6950.0,0.0,False,False,False
281,4950.0,ML старт,2026-08-11 12:02:08,213,161,ML,СТАРТ,8950.0,0.447,False,False,False
339,6450.0,К ВУЗу,2026-08-11 12:22:26,214,162,К ВУЗу,Другое,6950.0,0.072,False,False,False
82,3245.0,Аналитика про,2026-08-11 12:46:14,215,163,Аналитика,ПРО,8950.0,0.637,False,False,False
82,3245.0,Аналитика старт,2026-08-11 12:46:14,216,163,Аналитика,СТАРТ,8950.0,0.637,False,False,False
142,6490.0,Аналитика старт,2026-08-11 15:49:13,217,164,Аналитика,СТАРТ,8950.0,0.275,False,False,False
304,6950.0,К ВУЗу,2026-08-11 15:52:40,218,165,К ВУЗу,Другое,6950.0,0.0,False,False,False
311,4950.0,ML старт,2026-08-11 16:15:41,219,166,ML,СТАРТ,8950.0,0.447,False,False,False
311,4950.0,Алгоритмы старт,2026-08-11 16:15:41,220,166,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
453,4950.0,Алгоритмы старт,2026-08-11 17:07:53,221,167,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
505,4950.0,ML старт,2026-08-11 18:00:05,222,168,ML,СТАРТ,8950.0,0.447,False,False,False
505,4950.0,Алгоритмы старт,2026-08-11 18:00:05,223,168,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
112,8475.0,ML про,2026-08-11 18:41:42,224,169,ML,ПРО,8950.0,0.053,False,False,False
112,8475.0,ML старт,2026-08-11 18:41:42,225,169,ML,СТАРТ,8950.0,0.053,False,False,False
179,6490.0,Аналитика старт,2026-08-12 02:06:02,226,170,Аналитика,СТАРТ,8950.0,0.275,False,False,False
537,4950.0,ML старт,2026-08-12 04:49:43,227,171,ML,СТАРТ,8950.0,0.447,False,False,False
537,4950.0,Алгоритмы старт,2026-08-12 04:49:43,228,171,Алгоритмы,СТАРТ,8950.0,0.447,False,False,False
46,6450.0,К ВУЗу,2026-08-12 05:13:04,229,172,К ВУЗу,Другое,6950.0,0.072,False,False,False
260,4950.0,Алгоритмы,2026-08-12 05:32:11,230,173,Алгоритмы,Другое,8950.0,0.447,False,False,False
260,4950.0,Алгоритмы про,2026-08-12 05:32:11,231,173,Алгоритмы,ПРО,8950.0,0.447,False,False,False
234,4950.0,ML старт,2026-08-12 06:04:03,232,174,ML,СТАРТ,8950.0,0.447,False,False,False
332,9900.0,ML старт,2026-08-12 06:44:05,233,175,ML,СТАРТ,8950.0,-0.106,False,False,False
41,6500.0,ML старт,2026-08-12 10:22:39,234,176,ML,СТАРТ,8950.0,0.274,False,False,False
536,8475.0,Аналитика про,2026-08-12 12:22:52,235,177,Аналитика,ПРО,8950.0,0.053,False,False,False
536,8475.0,Аналитика старт,2026-08-12 12:22:52,236,177,Аналитика,СТАРТ,8950.0,0.053,False,False,False
460,8745.0,Аналитика старт,2026-08-12 13:12:40,237,178,Аналитика,СТАРТ,8950.0,0.023,False,False,False
388,7000.0,ML старт,2026-08-12 13:28:18,238,179,ML,СТАРТ,8950.0,0.218,False,False,False
