touch_id,user_hash,placement_id,touch_type,ts,raw_payload,match_quality,converted,data_origin
27,d7cfd95ae0cf546c,p_own_1811,promo_code_used,2026-07-24 19:08:04.401693572,start=p_own_1811,deterministic,0,synthetic
28,c747d37ed952a9a7,p_own_1809,manager_chat_open,2026-07-24 19:16:22.245132110,start=p_own_1809,deterministic,0,synthetic
29,c107a1479966cb6c,p_own_1811,manager_chat_open,2026-07-24 19:33:07.852421773,start=p_own_1811,deterministic,0,synthetic
30,25501fa518df4c11,p_own_1811,bot_start,2026-07-24 19:35:35.306169582,start=p_own_1811,deterministic,0,synthetic
31,8700ba989ccfcb3d,p_own_1811,promo_code_used,2026-07-24 20:26:44.134356254,start=p_own_1811,deterministic,0,synthetic
32,51760fbf734768e7,p_own_1809,bot_start,2026-07-24 21:52:56.922275618,start=p_own_1809,deterministic,0,synthetic
33,9e06bf30cc237865,p_own_1809,bot_start,2026-07-24 22:53:11.806211962,start=p_own_1809,deterministic,0,synthetic
34,c55b8d726dbeb2fc,p_own_1811,bot_start,2026-07-25 00:03:36.992680738,start=p_own_1811,deterministic,0,synthetic
35,567571a240f122ac,p_own_1811,promo_code_used,2026-07-25 03:46:45.378759587,start=p_own_1811,deterministic,0,synthetic
36,2352c09f8fd55f37,p_own_1811,manager_chat_open,2026-07-25 04:03:11.297831453,start=p_own_1811,deterministic,0,synthetic
37,774ed693740f7a12,p_own_1809,bot_start,2026-07-25 04:15:52.559594816,start=p_own_1809,deterministic,0,synthetic
38,a88764f83533a2a3,p_own_1811,manager_chat_open,2026-07-25 04:17:57.056186133,start=p_own_1811,deterministic,0,synthetic
39,ed3859027619097f,p_own_1811,promo_code_used,2026-07-25 04:21:30.813087833,start=p_own_1811,deterministic,0,synthetic
40,e11bcd0894fc78b5,p_own_1811,manager_chat_open,2026-07-25 04:32:25.487623106,start=p_own_1811,deterministic,0,synthetic
41,7066e1f9156ceb0c,p_own_1811,promo_code_used,2026-07-25 05:32:33.753481619,start=p_own_1811,deterministic,0,synthetic
42,86410c677df4d6d2,p_own_1811,bot_start,2026-07-25 06:25:54.675164147,start=p_own_1811,deterministic,0,synthetic
43,042a71076935e4a4,p_own_1811,promo_code_used,2026-07-25 06:27:20.886737767,start=p_own_1811,deterministic,0,synthetic
44,9f2d2a1a77d64851,p_own_1811,bot_start,2026-07-25 06:38:05.911390249,start=p_own_1811,deterministic,0,synthetic
45,59143c10bb961f5d,p_own_1811,promo_code_used,2026-07-25 06:43:10.579619954,start=p_own_1811,deterministic,0,synthetic
46,bb9fb3ca125eefd1,p_own_1811,manager_chat_open,2026-07-25 07:21:03.982739763,start=p_own_1811,deterministic,0,synthetic
47,53fd47f3f36b181f,p_own_1811,manager_chat_open,2026-07-25 09:57:58.783026113,start=p_own_1811,deterministic,0,synthetic
48,3d5fff5cf1331aa9,p_own_1811,manager_chat_open,2026-07-25 11:42:42.906634323,start=p_own_1811,deterministic,0,synthetic
49,cc31ce3a38069803,p_own_1812,bot_start,2026-07-25 12:07:29.835930087,start=p_own_1812,deterministic,0,synthetic
50,e5f51f202452d0e1,p_own_1812,bot_start,2026-07-25 12:10:19.000000000,start=p_own_1812,deterministic,1,synthetic
51,e5f51f202452d0e1,p_own_1812,bot_start,2026-07-25 12:10:19.000000000,start=p_own_1812,deterministic,1,synthetic
52,49fc94bd6032e48f,p_own_1812,manager_chat_open,2026-07-25 12:10:19.000000000,start=p_own_1812,deterministic,1,synthetic
53,807acdf7e2453db4,p_own_1812,bot_start,2026-07-25 12:10:19.000000000,start=p_own_1812,deterministic,1,synthetic
54,70758f9bdcc7c967,p_own_1812,bot_start,2026-07-25 12:15:47.780580235,start=p_own_1812,deterministic,0,synthetic
55,89b61ee061c667c9,p_own_1812,promo_code_used,2026-07-25 12:37:40.435373960,start=p_own_1812,deterministic,0,synthetic
56,1230a12f111292eb,p_own_1812,manager_chat_open,2026-07-25 13:44:59.869485824,start=p_own_1812,deterministic,1,synthetic
57,00944bcf5204c059,p_own_1811,manager_chat_open,2026-07-25 13:53:19.567934196,start=p_own_1811,deterministic,0,synthetic
58,4dbfda2c0832c8b8,p_own_1812,manager_chat_open,2026-07-25 14:21:01.117630140,start=p_own_1812,deterministic,0,synthetic
59,82312c36f96d099d,p_own_1812,bot_start,2026-07-25 14:27:46.989919599,start=p_own_1812,deterministic,0,synthetic
60,0ab4922ad7493ff0,p_own_1811,promo_code_used,2026-07-25 15:21:09.427137329,start=p_own_1811,deterministic,0,synthetic
61,ee5d1f8793c87dc8,p_own_1811,bot_start,2026-07-25 16:10:08.986342418,start=p_own_1811,deterministic,0,synthetic
62,d57d89685f20227a,p_own_1811,manager_chat_open,2026-07-25 16:30:58.810919313,start=p_own_1811,deterministic,0,synthetic
63,61f351e799215318,p_own_1812,manager_chat_open,2026-07-25 16:49:56.163700650,start=p_own_1812,deterministic,0,synthetic
64,d6fa809b14bccaec,p_own_1809,manager_chat_open,2026-07-25 17:36:22.620006052,start=p_own_1809,deterministic,0,synthetic
65,7fb492deba3aadd9,p_own_1812,manager_chat_open,2026-07-25 17:45:01.972099760,start=p_own_1812,deterministic,0,synthetic
66,2af8bf3429d7f041,p_own_1811,manager_chat_open,2026-07-25 17:47:08.472816920,start=p_own_1811,deterministic,0,synthetic
67,88dfbab62452823b,p_own_1811,manager_chat_open,2026-07-25 19:14:45.674091408,start=p_own_1811,deterministic,0,synthetic
68,3bf6d2bf2e2cbc50,p_own_1812,manager_chat_open,2026-07-25 19:56:02.716429826,start=p_own_1812,deterministic,0,synthetic
69,8fe467f8b47da2c4,p_own_1812,promo_code_used,2026-07-25 20:08:27.801429628,start=p_own_1812,deterministic,0,synthetic
70,003e527cf8229e64,p_own_1811,bot_start,2026-07-25 20:16:23.544185498,start=p_own_1811,deterministic,0,synthetic
71,89ff008dd5124abb,p_own_1812,bot_start,2026-07-25 21:33:17.781237051,start=p_own_1812,deterministic,0,synthetic
72,a906e53ceed3fa4b,p_own_1812,manager_chat_open,2026-07-25 21:38:26.006818576,start=p_own_1812,deterministic,0,synthetic
73,1d23a809635be010,p_own_1811,bot_start,2026-07-25 21:56:58.677796044,start=p_own_1811,deterministic,0,synthetic
74,7dd252a9bbb992f0,p_own_1812,bot_start,2026-07-25 23:16:51.999500971,start=p_own_1812,deterministic,0,synthetic
75,d9a1071939c79fb1,p_own_1812,bot_start,2026-07-26 01:14:12.743930879,start=p_own_1812,deterministic,0,synthetic
76,02cc21a17b6464ed,p_own_1812,manager_chat_open,2026-07-26 02:01:07.622209882,start=p_own_1812,deterministic,0,synthetic
77,2163e042cb4db4f7,p_own_1812,manager_chat_open,2026-07-26 03:28:11.894212647,start=p_own_1812,deterministic,0,synthetic
78,e84a7cca1d19179d,p_own_1812,manager_chat_open,2026-07-26 05:14:48.124914627,start=p_own_1812,deterministic,0,synthetic
79,3727d2e8caacd1f2,p_own_1809,bot_start,2026-07-26 05:58:28.783566455,start=p_own_1809,deterministic,0,synthetic
80,456012c2ee24c7ec,p_own_1811,manager_chat_open,2026-07-26 06:04:34.255585041,start=p_own_1811,deterministic,0,synthetic
81,7143c57ce8d46520,p_own_1811,bot_start,2026-07-26 06:15:39.813559413,start=p_own_1811,deterministic,0,synthetic
82,02774a8285958853,p_own_1812,bot_start,2026-07-26 07:28:12.704973304,start=p_own_1812,deterministic,0,synthetic
83,616f0aa9028d8442,p_own_1812,bot_start,2026-07-26 07:56:02.381765738,start=p_own_1812,deterministic,0,synthetic
84,92cf062436a8ffcb,p_own_1812,bot_start,2026-07-26 08:31:57.537936369,start=p_own_1812,deterministic,0,synthetic
85,af317ac1bc7d0832,p_own_1811,manager_chat_open,2026-07-26 11:19:13.069808378,start=p_own_1811,deterministic,0,synthetic
86,dca05eaea943d454,p_own_1809,manager_chat_open,2026-07-26 11:23:07.643304963,start=p_own_1809,deterministic,0,synthetic
87,6ac962cac7a4dd75,p_own_1812,promo_code_used,2026-07-26 12:01:08.294254632,start=p_own_1812,deterministic,0,synthetic
88,6601d4d1e0b022b2,p_own_1811,promo_code_used,2026-07-26 12:31:51.310788267,start=p_own_1811,deterministic,0,synthetic
89,60393c071b2b669d,p_own_1809,bot_start,2026-07-26 12:39:38.062524615,start=p_own_1809,deterministic,0,synthetic
90,af22281081cddcea,p_own_1812,bot_start,2026-07-26 15:07:32.231818291,start=p_own_1812,deterministic,0,synthetic
91,4c4692b55d8ac737,p_own_1815,bot_start,2026-07-26 16:24:10.773255506,start=p_own_1815,deterministic,0,synthetic
92,6949961f03bfb7c7,p_own_1811,bot_start,2026-07-26 17:07:50.196778127,start=p_own_1811,deterministic,0,synthetic
93,dd42469d22478661,p_own_1815,manager_chat_open,2026-07-26 17:26:46.526971451,start=p_own_1815,deterministic,0,synthetic
94,43b3294c4ab46279,p_own_1812,manager_chat_open,2026-07-26 17:45:58.864248794,start=p_own_1812,deterministic,0,synthetic
95,3b76de419186dbdd,p_own_1815,bot_start,2026-07-26 17:51:39.901363000,start=p_own_1815,deterministic,0,synthetic
96,ab56746950ccf849,p_own_1812,bot_start,2026-07-26 18:08:40.103571739,start=p_own_1812,deterministic,0,synthetic
97,fc967c230870cd15,p_own_1809,promo_code_used,2026-07-26 19:52:56.843460572,start=p_own_1809,deterministic,0,synthetic
98,ac9763bde675e7a5,p_own_1815,promo_code_used,2026-07-26 20:33:18.717654618,start=p_own_1815,deterministic,0,synthetic
99,febb03aeb2a19109,p_own_1815,promo_code_used,2026-07-26 20:55:16.873124406,start=p_own_1815,deterministic,0,synthetic
100,e1991e463957a9cb,p_own_1812,bot_start,2026-07-26 21:07:58.219902208,start=p_own_1812,deterministic,0,synthetic
101,f78ad00acb31e58a,p_own_1812,bot_start,2026-07-26 21:37:29.474481223,start=p_own_1812,deterministic,0,synthetic
102,c86209788e0e7091,p_own_1811,bot_start,2026-07-26 21:40:33.741123150,start=p_own_1811,deterministic,0,synthetic
103,2c4692b8c4f1530c,p_own_1811,promo_code_used,2026-07-26 22:10:41.887378650,start=p_own_1811,deterministic,0,synthetic
104,624bea41403713a9,p_own_1815,bot_start,2026-07-26 22:11:03.494430462,start=p_own_1815,deterministic,0,synthetic
105,6e1fd62a466fa07d,p_own_1811,bot_start,2026-07-27 00:15:31.071713180,start=p_own_1811,deterministic,0,synthetic
106,42a9f76936aa1f0b,p_own_1815,bot_start,2026-07-27 00:32:01.366519046,start=p_own_1815,deterministic,0,synthetic
107,0816aa1c24f5f89a,p_own_1809,manager_chat_open,2026-07-27 00:38:42.912009763,start=p_own_1809,deterministic,0,synthetic
108,6f64bbaa0a73e579,p_own_1812,manager_chat_open,2026-07-27 00:40:24.149815609,start=p_own_1812,deterministic,0,synthetic
109,b99564660b9c7f21,p_own_1815,manager_chat_open,2026-07-27 01:16:42.892327800,start=p_own_1815,deterministic,0,synthetic
110,d5ab61abe5db4000,p_own_1811,bot_start,2026-07-27 04:03:01.969500366,start=p_own_1811,deterministic,0,synthetic
111,8b65555c96ec45cf,p_own_1812,manager_chat_open,2026-07-27 05:18:40.058767862,start=p_own_1812,deterministic,0,synthetic
112,9c3f4047e55135ee,p_own_1811,promo_code_used,2026-07-27 05:42:32.102593288,start=p_own_1811,deterministic,0,synthetic
113,39fbe9a5a3e70c39,p_own_1815,bot_start,2026-07-27 05:58:56.063567082,start=p_own_1815,deterministic,0,synthetic
114,c8056d4b54cfef8b,p_own_1815,manager_chat_open,2026-07-27 06:08:18.468790671,start=p_own_1815,deterministic,0,synthetic
115,636b79a1d08d88ca,p_own_1815,bot_start,2026-07-27 06:13:15.521288576,start=p_own_1815,deterministic,0,synthetic
116,54f336a63450c2e0,p_own_1811,manager_chat_open,2026-07-27 06:19:35.044192101,start=p_own_1811,deterministic,0,synthetic
117,2a5ea3417b7dd612,p_own_1815,bot_start,2026-07-27 06:37:35.330815920,start=p_own_1815,deterministic,0,synthetic
118,ad587cb2a4c1982b,p_own_1815,bot_start,2026-07-27 08:47:26.247273034,start=p_own_1815,deterministic,0,synthetic
119,4b1a8cf5a560e1f2,p_own_1815,bot_start,2026-07-27 13:00:20.724222222,start=p_own_1815,deterministic,0,synthetic
120,dd25375910697e66,p_own_1811,bot_start,2026-07-27 13:30:48.214092094,start=p_own_1811,deterministic,0,synthetic
121,08a563dd12745550,p_own_1815,manager_chat_open,2026-07-27 13:31:41.255089940,start=p_own_1815,deterministic,0,synthetic
122,7f27bd8f463bbccb,p_own_1812,manager_chat_open,2026-07-27 14:02:39.855021284,start=p_own_1812,deterministic,0,synthetic
123,7601bbafbe2c53f3,p_own_1815,bot_start,2026-07-27 15:31:53.596605803,start=p_own_1815,deterministic,0,synthetic
124,cbd8fc113793724b,p_own_1811,promo_code_used,2026-07-27 16:00:41.066879139,start=p_own_1811,deterministic,0,synthetic
125,b0d6efccd8474c1d,p_own_1812,bot_start,2026-07-27 16:06:53.982045224,start=p_own_1812,deterministic,0,synthetic
126,8e9b34a917dbf9b5,p_own_1815,bot_start,2026-07-27 16:55:00.827437222,start=p_own_1815,deterministic,0,synthetic
127,091f1e35bb3ad464,p_own_1815,bot_start,2026-07-27 18:44:18.742779963,start=p_own_1815,deterministic,0,synthetic
128,eb74c3eb6f7e4600,p_own_1812,bot_start,2026-07-27 18:59:55.477765110,start=p_own_1812,deterministic,0,synthetic
129,217a050447346c20,p_own_1815,manager_chat_open,2026-07-27 21:20:21.116451041,start=p_own_1815,deterministic,0,synthetic
130,96822bdb08cbf4e9,p_own_1815,bot_start,2026-07-27 22:24:14.671726060,start=p_own_1815,deterministic,0,synthetic
131,c9aa43b18497868a,p_own_1811,bot_start,2026-07-28 00:12:35.866375433,start=p_own_1811,deterministic,0,synthetic
132,02fc90c860712e7d,p_own_1812,manager_chat_open,2026-07-28 01:30:34.108570961,start=p_own_1812,deterministic,1,synthetic
133,be5caafc8989eb66,p_own_1812,bot_start,2026-07-28 02:18:39.564978759,start=p_own_1812,deterministic,0,synthetic
134,8f91ca9b4a17a9b6,p_own_1811,manager_chat_open,2026-07-28 02:28:41.865849696,start=p_own_1811,deterministic,0,synthetic
135,182c58ef29e23e88,p_own_1815,promo_code_used,2026-07-28 07:19:11.636462098,start=p_own_1815,deterministic,0,synthetic
136,f86cff44d71ec367,p_own_1812,manager_chat_open,2026-07-28 09:34:13.340235078,start=p_own_1812,deterministic,0,synthetic
137,130153980972f8bc,p_own_1812,bot_start,2026-07-28 10:25:02.426888115,start=p_own_1812,deterministic,0,synthetic
138,f483ed321c169e6d,p_own_1815,bot_start,2026-07-28 20:44:27.503964552,start=p_own_1815,deterministic,0,synthetic
139,a1e47ac0015c36ab,p_own_1812,manager_chat_open,2026-07-28 22:55:50.201884269,start=p_own_1812,deterministic,0,synthetic
140,ef24412aa8bcbea8,p_own_1811,bot_start,2026-07-28 23:58:19.483390180,start=p_own_1811,deterministic,0,synthetic
141,29d075df1c434f34,p_own_1815,bot_start,2026-07-29 08:08:02.336652708,start=p_own_1815,deterministic,0,synthetic
142,a0d0ba4dc365d060,p_own_1809,manager_chat_open,2026-07-29 15:48:03.865077995,start=p_own_1809,deterministic,1,synthetic
143,632559ac558bbba0,p_own_1823,manager_chat_open,2026-07-29 19:10:26.000000000,start=p_own_1823,deterministic,1,synthetic
144,def7be213e27a4ee,p_own_1823,manager_chat_open,2026-07-29 19:10:26.000000000,start=p_own_1823,deterministic,1,synthetic
145,3f7be82188679e51,p_own_1823,bot_start,2026-07-29 19:20:19.971882100,start=p_own_1823,deterministic,0,synthetic
146,b57abb81fe084170,p_own_1823,bot_start,2026-07-29 19:32:58.790291426,start=p_own_1823,deterministic,0,synthetic
147,748fa4f2b70671f7,p_own_1823,manager_chat_open,2026-07-29 19:44:36.338542249,start=p_own_1823,deterministic,0,synthetic
148,943915fbeecf6243,p_own_1823,bot_start,2026-07-29 21:24:26.192988089,start=p_own_1823,deterministic,0,synthetic
149,44541e8b1b729c01,p_own_1823,manager_chat_open,2026-07-29 21:34:21.107161468,start=p_own_1823,deterministic,0,synthetic
150,d54155e50bc8e90a,p_own_1823,promo_code_used,2026-07-29 22:58:24.727485186,start=p_own_1823,deterministic,0,synthetic
151,323e6500118e2c82,p_own_1812,bot_start,2026-07-30 00:45:10.882394342,start=p_own_1812,deterministic,0,synthetic
152,525f30f6dc029b16,p_own_1823,bot_start,2026-07-30 01:14:01.461789865,start=p_own_1823,deterministic,0,synthetic
153,f38c0a22695d49c4,p_own_1823,bot_start,2026-07-30 01:32:02.157822184,start=p_own_1823,deterministic,0,synthetic
154,7d6cac10d9df2820,p_own_1823,bot_start,2026-07-30 01:42:57.008175576,start=p_own_1823,deterministic,0,synthetic
155,433955d40d28d345,p_own_1823,promo_code_used,2026-07-30 02:44:11.409431610,start=p_own_1823,deterministic,0,synthetic
156,0a7d2cfb23095651,p_own_1823,bot_start,2026-07-30 03:33:08.147734940,start=p_own_1823,deterministic,0,synthetic
157,3c55d6db4b34ceb6,p_own_1823,manager_chat_open,2026-07-30 07:58:50.704871865,start=p_own_1823,deterministic,0,synthetic
158,b69fe95b1ed41c9c,p_own_1823,bot_start,2026-07-30 08:02:40.112777367,start=p_own_1823,deterministic,0,synthetic
159,fa8bb2fa9933b363,p_own_1823,manager_chat_open,2026-07-30 08:10:35.773905338,start=p_own_1823,deterministic,0,synthetic
160,dc27758679432920,p_own_1823,bot_start,2026-07-30 09:17:54.913113323,start=p_own_1823,deterministic,0,synthetic
161,9a478d9c299fc438,p_own_1823,bot_start,2026-07-30 09:59:25.145175714,start=p_own_1823,deterministic,0,synthetic
162,3d8e6a7d62f26af4,p_own_1823,bot_start,2026-07-30 10:13:24.591638958,start=p_own_1823,deterministic,0,synthetic
163,be30a2ec0ca13ecd,p_own_1823,bot_start,2026-07-30 10:47:33.374197856,start=p_own_1823,deterministic,0,synthetic
164,4878349a1789d706,p_own_1812,manager_chat_open,2026-07-30 11:53:50.787081779,start=p_own_1812,deterministic,1,synthetic
165,622c114aa7e3b448,p_own_1823,manager_chat_open,2026-07-30 14:03:01.400763323,start=p_own_1823,deterministic,0,synthetic
166,22903ef75d610a2a,p_own_1823,bot_start,2026-07-30 14:04:30.758489075,start=p_own_1823,deterministic,0,synthetic
167,fe9fd062f0f756d9,p_own_1823,bot_start,2026-07-30 16:45:23.094333663,start=p_own_1823,deterministic,0,synthetic
168,50dfebed03485485,p_own_1823,manager_chat_open,2026-07-30 17:38:32.966553478,start=p_own_1823,deterministic,0,synthetic
169,720c2dcc0d8d8451,p_own_1823,bot_start,2026-07-30 17:58:26.034612721,start=p_own_1823,deterministic,0,synthetic
170,237b59a6243e1bff,p_own_1823,bot_start,2026-07-30 18:39:05.550017246,start=p_own_1823,deterministic,0,synthetic
171,479d77acc400408f,p_own_1824,manager_chat_open,2026-07-30 19:10:25.000000000,start=p_own_1824,deterministic,1,synthetic
172,c7758c7acb96d478,p_own_1824,manager_chat_open,2026-07-30 19:10:25.000000000,start=p_own_1824,deterministic,1,synthetic
173,d113a8042bf1c1f8,p_own_1824,bot_start,2026-07-30 19:10:25.000000000,start=p_own_1824,deterministic,1,synthetic
174,49fc94bd6032e48f,p_own_1824,manager_chat_open,2026-07-30 19:10:25.000000000,start=p_own_1824,deterministic,1,synthetic
175,ec607725db3a927e,p_own_1824,bot_start,2026-07-30 19:25:06.275582345,start=p_own_1824,deterministic,0,synthetic
176,af06b697c760aed0,p_own_1824,bot_start,2026-07-30 19:47:23.484131370,start=p_own_1824,deterministic,0,synthetic
177,64bdab4f9daedc20,p_own_1824,manager_chat_open,2026-07-30 20:38:16.736777653,start=p_own_1824,deterministic,0,synthetic
178,04e2a2503821a5f9,p_own_1824,bot_start,2026-07-30 20:38:38.922372807,start=p_own_1824,deterministic,0,synthetic
179,7b6df558bb64e8ac,p_own_1823,bot_start,2026-07-30 21:52:47.870846727,start=p_own_1823,deterministic,0,synthetic
180,faaefbdc96fb0278,p_own_1824,bot_start,2026-07-30 23:51:53.597678571,start=p_own_1824,deterministic,0,synthetic
181,500ca66840cdfe6b,p_own_1824,promo_code_used,2026-07-31 00:46:49.846824578,start=p_own_1824,deterministic,0,synthetic
182,379e40110985e283,p_own_1823,bot_start,2026-07-31 03:43:09.651432335,start=p_own_1823,deterministic,0,synthetic
183,8cdd3c5ef4c740d5,p_own_1824,manager_chat_open,2026-07-31 04:43:38.337825162,start=p_own_1824,deterministic,0,synthetic
184,593b42ce9d0a00c7,p_own_1823,bot_start,2026-07-31 06:28:38.576704851,start=p_own_1823,deterministic,0,synthetic
185,352d8c227ce9a3f3,p_own_1824,manager_chat_open,2026-07-31 09:05:23.298712633,start=p_own_1824,deterministic,0,synthetic
186,db8f12c1f240ded3,p_own_1823,manager_chat_open,2026-07-31 09:51:00.631020375,start=p_own_1823,deterministic,0,synthetic
187,ebeb61372d04a1af,p_own_1823,bot_start,2026-07-31 09:51:47.114562426,start=p_own_1823,deterministic,0,synthetic
188,6edd2a2bf506e42f,p_own_1824,bot_start,2026-07-31 10:25:11.092595443,start=p_own_1824,deterministic,0,synthetic
189,1912aa4248a31c08,p_own_1824,bot_start,2026-07-31 10:35:48.961083672,start=p_own_1824,deterministic,0,synthetic
190,e6fa4bd87563ce7a,p_own_1824,bot_start,2026-07-31 10:42:10.511200135,start=p_own_1824,deterministic,0,synthetic
191,7789a805ee6d9120,p_own_1823,manager_chat_open,2026-07-31 10:48:54.556336283,start=p_own_1823,deterministic,0,synthetic
192,0b40aa41a48c2d3b,p_own_1823,manager_chat_open,2026-07-31 10:50:24.183519267,start=p_own_1823,deterministic,0,synthetic
193,f633dd9241b87fc5,p_own_1824,bot_start,2026-07-31 12:04:14.413913218,start=p_own_1824,deterministic,0,synthetic
194,a579e9c7fcca7a90,p_own_1824,bot_start,2026-07-31 12:39:24.832963961,start=p_own_1824,deterministic,0,synthetic
195,9ec59771d994a3ca,p_own_1824,manager_chat_open,2026-07-31 13:14:08.327174112,start=p_own_1824,deterministic,0,synthetic
196,775e9d124d504e4d,p_own_1824,manager_chat_open,2026-07-31 14:49:40.631108781,start=p_own_1824,deterministic,0,synthetic
197,54e4281d60ab1496,p_own_1824,bot_start,2026-07-31 16:39:40.702770274,start=p_own_1824,deterministic,0,synthetic
198,d7c90a6242458a33,p_own_1824,bot_start,2026-07-31 16:52:24.160495079,start=p_own_1824,deterministic,0,synthetic
199,5c4d1d6079902cd3,p_own_1815,manager_chat_open,2026-07-31 16:53:00.586321544,start=p_own_1815,deterministic,1,synthetic
200,da34b9e8324aafbf,p_own_1823,bot_start,2026-07-31 18:14:47.299179439,start=p_own_1823,deterministic,0,synthetic
201,1b6385f8683ab825,p_own_1824,manager_chat_open,2026-07-31 18:25:40.536763745,start=p_own_1824,deterministic,0,synthetic
202,74e92cea09c8dc51,p_own_1824,bot_start,2026-07-31 18:30:07.551909981,start=p_own_1824,deterministic,0,synthetic
203,63cb97c095e375ec,p_own_1815,manager_chat_open,2026-07-31 18:36:11.094707971,start=p_own_1815,deterministic,0,synthetic
204,fb56a48a4463bca3,p_own_1824,promo_code_used,2026-07-31 18:41:57.633653657,start=p_own_1824,deterministic,0,synthetic
205,fddd86b89bd3249c,p_own_1824,bot_start,2026-07-31 18:51:14.151945580,start=p_own_1824,deterministic,0,synthetic
206,5c67eb18e52b4bd0,p_own_1824,bot_start,2026-07-31 19:49:01.416878074,start=p_own_1824,deterministic,0,synthetic
207,6935cfbbdd90731a,p_own_1824,promo_code_used,2026-07-31 21:15:46.410494509,start=p_own_1824,deterministic,0,synthetic
208,8ae3add9f1168541,p_own_1823,bot_start,2026-07-31 22:33:16.938228306,start=p_own_1823,deterministic,0,synthetic
209,59a75ef6f2b93249,p_own_1823,bot_start,2026-07-31 23:58:15.769910393,start=p_own_1823,deterministic,0,synthetic
210,14e00b2a90d9c43c,p_own_1824,manager_chat_open,2026-08-01 00:09:24.116454751,start=p_own_1824,deterministic,0,synthetic
211,fb91c91f54c2ed19,p_own_1824,bot_start,2026-08-01 00:34:33.482703674,start=p_own_1824,deterministic,0,synthetic
212,1bed4ec3317afdf5,p_own_1824,manager_chat_open,2026-08-01 01:14:14.349593800,start=p_own_1824,deterministic,0,synthetic
213,4d6cb56d51fcfee4,p_own_1824,bot_start,2026-08-01 01:24:48.959324840,start=p_own_1824,deterministic,0,synthetic
214,b886c9f4af62fd24,p_own_1823,manager_chat_open,2026-08-01 02:20:26.845648117,start=p_own_1823,deterministic,0,synthetic
